JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	22/03/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	3884,4			20251104	-3884,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	12/04/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	648,0			20251104	-648,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/04/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2466,0			20251104	-2466,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	26/04/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	3134,4			20251104	-3134,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	31/03/2021 -BN- LEROY MERLIN - 18561	0,0	348,0			20251104	-348,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/05/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	864,0			20251104	-864,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/05/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	4227,9			20251104	-4227,90	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	07/06/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	4134,0			20251104	-4134,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/06/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	3134,4			20251104	-3134,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	21/06/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5724,0			20251104	-5724,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	25/06/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	902,4			20251104	-902,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	30/06/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	216,0			20251104	-216,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	12/07/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2658,0			20251104	-2658,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/07/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1068,0			20251104	-1068,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/07/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	6060,0			20251104	-6060,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	26/07/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5504,4			20251104	-5504,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	30/07/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2568,0			20251104	-2568,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	16/08/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	470,4			20251104	-470,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/08/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1296,0			20251104	-1296,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/08/2021 -BN- VIR SEPA RECU /FRM PAYPAL EUROPE S - 18561	0,0	239,28			20251104	-239,28	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	25/08/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	750,0			20251104	-750,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	25/08/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5244,0			20251104	-5244,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	31/08/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5316,0			20251104	-5316,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	03/09/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	636,0			20251104	-636,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	06/09/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5532,0			20251104	-5532,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/09/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	3864,0			20251104	-3864,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	16/09/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	10890,0			20251104	-10890,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	27/09/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	15104,56			20251104	-15104,56	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	30/09/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1386,0			20251104	-1386,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	01/08/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	6357,2			20251104	-6357,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	02/05/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	9900,0			20251104	-9900,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	02/12/2022 -BN- FACTURE CARTE DU 011222 LEROY MERL - 18561	21,2	0,0			20251104	21,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	04/08/2022 -BN- FACTURE CARTE DU 030822 LEROY MERL - 18561	41,8	0,0			20251104	41,80	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	02/11/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2438,4			20251104	-2438,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	05/10/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	966,0			20251104	-966,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	02/03/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	7254,0			20251104	-7254,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	04/08/2022 -BN- FACTURE CARTE DU 030822 LEROY MERL - 18561	164,9	0,0			20251104	164,90	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	05/01/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	940,8			20251104	-940,80	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	07/02/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	456,0			20251104	-456,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	07/06/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	348,0			20251104	-348,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	11/10/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2580,0			20251104	-2580,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	05/12/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	27127,2			20251104	-27127,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	11/07/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	14730,0			20251104	-14730,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	05/08/2022 -BN- FACTURE CARTE DU 040822 LEROY MERL - 18561	45,32	0,0			20251104	45,32	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	11/01/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	546,0			20251104	-546,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	06/04/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	6576,0			20251104	-6576,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	07/12/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	10650,0			20251104	-10650,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/02/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	10596,0			20251104	-10596,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	12/09/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	18698,4			20251104	-18698,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/07/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	9884,4			20251104	-9884,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	05/11/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1608,0			20251104	-1608,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/06/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	13344,0			20251104	-13344,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	17/01/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	10428,0			20251104	-10428,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/08/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1836,0			20251104	-1836,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/10/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	13440,0			20251104	-13440,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/05/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1152,0			20251104	-1152,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/07/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	9145,2			20251104	-9145,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/09/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	6996,0			20251104	-6996,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/10/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2658,0			20251104	-2658,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/01/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2038,0			20251104	-2038,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/02/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	14364,0			20251104	-14364,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/03/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	9792,0			20251104	-9792,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/06/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	16298,0			20251104	-16298,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/12/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	12333,0			20251104	-12333,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/11/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	10740,0			20251104	-10740,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	09/12/2022 -BN- FACTURE CARTE DU 081222 LEROY MERL - 18561	16,8	0,0			20251104	16,80	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/03/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	12348,0			20251104	-12348,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	16/08/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1035,6			20251104	-1035,60	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	25/07/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5063,2			20251104	-5063,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	11/04/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5940,0			20251104	-5940,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	16/08/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	23320,2			20251104	-23320,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/06/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	8940,0			20251104	-8940,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	21/02/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	5874,0			20251104	-5874,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/10/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	20226,0			20251104	-20226,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	17/10/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	4306,8			20251104	-4306,80	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	12/12/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	8108,4			20251104	-8108,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	17/10/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	17876,4			20251104	-17876,40	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	10/11/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	2350,8			20251104	-2350,80	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	16/05/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	16200,0			20251104	-16200,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	22/08/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	913,2			20251104	-913,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	27/06/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	6298,0			20251104	-6298,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	14/04/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	13428,0			20251104	-13428,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/12/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	15714,0			20251104	-15714,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/09/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	4816,2			20251104	-4816,20	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	20/10/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1440,0			20251104	-1440,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	21/03/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	11240,0			20251104	-11240,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	25/02/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1284,0			20251104	-1284,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	15/11/2021 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	9750,0			20251104	-9750,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	25/01/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	6522,0			20251104	-6522,00	EUR
AN	Journal des à-nouveaux	5	20240101	411	Clients	411CLEROY	LEROY MERLIN + DIV	2011- -000001	20240101	30/06/2022 -BN- VIR SEPA RECU /FRM LEROY MERLIN FR - 18561	0,0	1284,0			20251104	-1284,00	EUR
